UC; Descrição
UC_SRC_002_04_06.Configurar_Etapa_Pagina_Arquivo;Este caso de uso tem como objetivo a configuração dos arquivos de uma sessão de arquivos de  uma página do fluxo.
UC_SRC_002_04_07.Configurar_Etapa_Pagina;Este caso de uso tem como objetivo a configuração de uma página no fluxo de páginas.
UC_SRC_002_04_08.Configurar_Etapa_Pesquisar_Bloqueios;Este caso de uso tem como objetivo a pesquisa de bloqueios de uma etapa, permitindo também a exclusão de um bloqueio.
UC_SRC_002_04_09.Configurar_Etapa_Manter_Bloqueios;Este caso de uso tem como objetivo a manutenção (inclusão/alteração) de um bloqueio em uma etapa.
UC_SRC_002_04_10.Configurar_Etapa_Pesquisar_Documentos;Este caso de uso tem como objetivo a pesquisa de documentos requeridos em  uma etapa, permitindo também a exclusão.
UC_SRC_002_04_11.Configurar_Etapa_Manter_Documentos;Este caso de uso tem como objetivo a manutenção (inclusão/alteração) de documentos requeridos em uma etapa.
UC_SRC_002_04_12.Configurar_Etapa_Pesquisar_Grupo_Documentos;Este caso de uso tem como objetivo a pesquisa de grupos de documentos requeridos em uma etapa, permitindo também a exclusão.
UC_SRC_002_04_13.Configurar_Etapa_Manter_Grupo_Documentos;Este caso de uso tem como objetivo a manutenção (inclusão/alteração) de grupos de documentos requeridos em uma etapa.
UC_SRC_002_05_01.Pesquisar_Escalonamento_Etapa;Este caso de uso tem como objetivo consultar e excluir os escalonamentos cadastrados por etapa.
UC_SRC_002_05_02.Manter_Escalonamento_Etapa;Este caso de uso tem como objetivo cadastrar ou alterar escalonamentos de uma determinada etapa.
UC_SRC_002_06_01.Criar_Novo_Grupo_Escalonamento;Permite acesso ao comando "Novo Grupo".
UC_SRC_002_06_01.Pesquisar_Grupo_Escalonamento_Processo;Este caso de uso tem como objetivo pesquisar os grupos de escalonamento de um determinado processo, permitindo também a exclusão.  
UC_SRC_002_06_02.Manter_Grupo_Escalonamento_Processo;Este caso de uso tem como objetivo cadastrar ou alterar grupos de escalonamento de um determinado processo.  
UC_SRC_002_06_03.Configurar_Parcelas;Este caso de uso tem como objetivo exibir cadastrar e alterar parcelas de um escalonamento em um grupo de escalonamento.
UC_SRC_002_06_04.Copiar_Grupo_Escalonamento;Este caso de uso tem como objetivo copiar um grupo de escalonamento de um processo.
UC_SRC_002_06_05.Associar_solicitacao_servico;Este caso de uso tem como objetivo copiar um grupo de escalonamento de um processo.
UC_SRC_002_07_01.Consultar_Configuracao_Processo;Este caso de uso tem como objetivo a conferencia de configurações de um processo.
UC_SRC_003_01_01.Manter_Tipo_Notificacao;Este caso de uso tem como objetivo manter o cadastro de tipos de notificação, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).  É um cadastro dynamic.    
UC_SRC_003_02_01.Pesquisar_Configuracao_Notificacao;Este caso de uso tem como objetivo pesquisar as configurações de notificação das etapas de um processo, permitindo também a exclusão.
UC_SRC_003_02_02.Manter_Configuracao_Notificacao;Este caso de uso tem como objetivo cadastrar ou alterar uma configuração de notificação de uma etapa de processo.
UC_SRC_003_02_03.Configurar_Envio_Notificacao;Este caso de uso tem como objetivo cadastrar ou alterar os parâmetros de envio de notificação.
UC_SRC_004_01_01.Alteracao_Plano_Estudos;Permite a realização de atendimentos para alterações de plano de estudo.
UC_SRC_004_01_01.Alteracao_Plano_Estudos_Administrativo;Permite a realização de atendimentos para alterações de plano de estudo, com origem no SGA.Administrativo.
UC_SRC_004_01_01.Atendimento_Alteracao_Publicacao_BDP;Permite a realização de atendimento de solicitações de alteração de tipo de publicação no BDP
UC_SRC_004_01_01.Atendimento_Atividade_Complementar;Permite a realização de atendimento de solicitações de atividade complementar.
UC_SRC_004_01_01.Atendimento_Cancelamento_Matricula;Permite a realização de atendimento de solicitações de cancelamento de matrícula.
UC_SRC_004_01_01.Atendimento_Deposito_Dissertecao_Tese;Permite a realização de atendimento de solicitações de depósito de Dissertecao/Tese
UC_SRC_004_01_01.Atendimento_Disciplina_Eletiva;Permite a realização de atendimentos do inclusão de disciplina eletiva
UC_SRC_004_01_01.Atendimento_Dispensa_Individual;Permite a realização de atendimento de solicitações de dispensa individual.
UC_SRC_004_01_01.Atendimento_Intercambio;Permite a realização de atendimento de solicitações de mobilidade (intercâmbio).
UC_SRC_004_01_01.Atendimento_Matricula;Permite a realização de atendimento de matrícula (chancela e efetivação)
UC_SRC_004_01_01.Atendimento_Padrao;Permite a realização de atendimentos do tipo padrão
UC_SRC_004_01_01.Atendimento_Processo_Emissao_Diploma;Permite a realização de atendimento de solicitações de emissão de diploma
UC_SRC_004_01_01.Atendimento_Processo_Emissao_Documento_Academico;Permite a realização de atendimento de solicitações de emissão de documento acadêmico. Ex: Declaração de matrícula e Histórico escolar
UC_SRC_004_01_01.Atendimento_Processo_Emissao_Historico_Escolar;Permite a realização de atendimento de solicitações de emissão de histórico escolar digital (xml)
UC_SRC_004_01_01.Atendimento_Processo_Matricula_Reabertura;Permite a realização de atendimento de solicitações de reabertura de matrícula.  
UC_SRC_004_01_01.Atendimento_prorrogacao_prazo_conclusao;Permite a realização de atendimento de solicitações de prorrogação do prazo de conclusão de curso.
UC_SRC_004_01_01.Atendimento_Retificacao_Falta;Permite a realização de atendimento de solicitações de retificação de falta
UC_SRC_004_01_01.Atendimento_Solicitacao_Reabertura;Permite a realização de atendimento padrão de solicitações de reabertura de matrícula.
UC_SRC_004_01_01.Atendimento_Trancamento_Matricula;Permite a realização de atendimento de solicitações de trancamento de matrícula.
UC_SRC_004_01_01.Entrega_Documentacao;<font color="#000080"><i>&lt;Preencher o campo "Name" com o nome do token de segurança que está sendo detalhado.&gt;</i>  <font color="#000080"><i>&lt;O nome do token poderá ser um nome livre, significativo, e deverá ter no máximo 255 caracteres.&gt;</i>  <font color="#000080"><i>  </i><font color="#000080"><i>&lt;Preencher o campo "Alias" com o</i><b><i> nome do token de segurança</i></b><i> que está sendo detalhado.&gt;</i>  <font color="#000080"><i>&lt; Seguir o padrão de nomenclatura indicado:</i>  <font color="#000080"><b><i>UC_SGL_XXX_XX_XX.nome_token</i></b>  <font color="#000080"><i>onde:</i>  <font color="#000080"><i>"</i><b><i>UC_SGL_XXX_XX_XX</i></b><i>" identifica o caso de uso ao qual o token se refere e será aplicado.&gt;</i>  <font color="#000080"><i>&lt;O alias do token deverá ser um nome livre, significativo, sem acentuação, sem espaços e sem caracteres especiais, e condizente com o nome do token (campo "Name" definido acima).</i>  <font color="#000080"><i>O nome deve ter no máximo 255 caracteres.&gt;</i>    &lt;Descreva aqui o objetivo do token&gt;
UC_SRC_004_01_01.Pesquisar_solicitacao;Este caso de uso tem como objetivo centralizar a gestão de todos os tipos de solicitações de Alunos, Ingressantes e Professores/Pesquisadores. Permitindo a pesquisa das solicitações e inicialização do atendimento.  
UC_SRC_004_01_02.Consultar_Solicitacao;Este caso de uso tem como objetivo consultar todos os dados de uma solicitação.
UC_SRC_004_01_03.Manter_Solicitacao;Este caso de uso tem como objetivo identificar o solicitante e o serviço disponível de acordo com as parametrizações para direcionar para a tela parametrizada para a criação da solicitação.
UC_SRC_004_01_04.Consultar_Dados_Solicitante;Este caso de uso tem como objetivo consultar os dados pessoais e os dados de contato de um solicitante.
UC_SRC_004_01_05.Consultar_dados_notificacao;Este caso de uso tem como objetivo consultar os dados de uma notificação .
UC_SRC_004_01_06.Consultar_historico_navegacao;Este caso de uso tem como objetivo consultar o histórico de acesso de páginas de uma etapa.
UC_SRC_004_01_07.Consultar_bloqueios_etapa;Este caso de uso tem como objetivo consultar os bloqueios de uma pessoa atuação em uma etapa.
UC_SRC_004_01_08.Cancelar_solicitacao;Este caso de uso tem como objetivo cancelar uma solicitação de serviço.
UC_SRC_004_01_09.Reabrir_solicitacao;Essa solicitação tem como objetivo reabrir uma solicitação.
UC_SRC_004_01_10.Consultar_Dados_Academicos;Este caso de uso tem como objetivo consultar os dados pessoais e os dados de contato de um solicitante.
UC_SRC_004_01_11.Consultar_Informacoes_Processo;Este caso de uso tem como objetivo consultar os dados pessoais e os dados de contato de um solicitante.
UC_SRC_004_02_01.Controle_Prazo_Entrega;No campo "Prazo de entrega" deve ser permitido selecionar a data corrente do sistema e datas maiores que a data atual.
UC_SRC_004_02_01.Registrar_Documentos;Este caso de uso tem como objetivo visualizar e entregar documentos  requeridos em um processo, registrar a entrega e validá-los.
UC_SRC_004_02_01.Validacao_CRA;Verificar se o documento requerido em questão foi parametrizado para ser validado por outro setor.     <b>1. </b>Se foi, exibir as situações:  <b>- Aguardando entrega</b>;  - <b>Deferido</b>;  - <b>Indeferido</b>;  - Verificar se o documento pode ser entregue posteriormente. Se sim, exibir também a situação: <b>Pendente</b>.      <b>2. </b>Se não foi, todos os campos deverão ser exibidos desabilitados e preenchidos com os valores atuais da situação do documento em questão.
UC_SRC_004_02_01.Validacao_Secretaria;Verificar se o documento requerido em questão foi parametrizado para ser validado por outro setor.     <b>1. </b>Se foi, verificar se a situação atual do documento é <b>Deferido</b> ou <b>Indeferido</b>   - Se sim, exibir todos os campos referentes ao documento em questão desabilitados e preenchidos com os valores atuais da situação do documento;   - Se não, exibir as situações:  <b>  - Indeferido</b>  <b>  - Aguardando entrega</b>;  <b>  - Aguardando análise do setor responsável</b>;  <b>  - </b>Verificar se o documento pode ser entregue posteriormente. Se sim, exibir também a situação: <b>Pendente</b>.      <b>2. </b>Se não foi, exibir as situações:  <b>- Aguardando entrega</b>;  - <b>Deferido</b>;  - <b>Indeferido</b>;  - Verificar se o documento pode ser entregue posteriormente. Se sim, exibir também a situação: <b>Pendente</b>.
UC_SRC_004_03_01.Realizar_Atendimento_Instrucao_Inicial;Este caso de uso tem como objetivo apresentar as instruções iniciais para realização de atendimento.
UC_SRC_004_04_01.Abertura_Solicitacao_Instrucao_Inicial;Esse caso de uso tem como objetivo a apresentação de instruções inicais da solicitação padrão.
UC_SRC_004_05_01.Solicitacao_Formulario;Este caso de uso tem como objetivo apresentar formulários que estejam configurados para apresentação na solicitação padrão.
UC_SRC_004_06_01.Abertura_Solicitacao_Upload_Arquivos;Este caso de uso tem como objetivo o upload de arquivos de uma solicitação padrão.  
UC_SRC_004_07_01.Abertura_Solicitacao_Confirmacao;Este caso de uso tem como objetivo a apresentação de uma página de confirmação final da solicitação padrão.
UC_SRC_004_08_01.Abertura_Solicitacao_Instrucao_Final;Esse caso de uso tem como objetivo a apresentação de instruções finais da solicitação padrão.
UC_SRC_004_09_01.Realizar_Atendimento_Parecer;Este caso de uso tem como objetivo emitir o parecer final do atendimento da solicitação.
UC_SRC_004_10_01.Solicitacao_Atividade_Complementar;Este caso de uso tem como objetivo a solicitação de uma atividade complementar.
UC_SRC_004_11_01.Solicitacao_Itens_Dispensados;Este caso de uso tem como objetivo a seleção de componentes/grupos a serem dispensados na solicitação de dispensa.
UC_SRC_004_12_01.Solicitacao_Itens_Cursados_Dispensa;Este caso de uso tem como objetivo a seleção de itens que foram cursados (internamente ou externamente) e que dispensam algum componente/grupo.
UC_SRC_004_13_01.Atendimento_Intercambio;Este caso de uso tem como objetivo realizar o atendimento de uma solicitação de intercâmbio.
UC_SRC_004_14_01.Consultar_solicitacao;Esse caso de uso tem como objetivo a consulta simplificada de uma solicitação.
UC_SRC_004_15_01.Realizar_Atendimento_Parecer_atendimento_reabertura;Este caso de uso tem como objetivo emitir o parecer final do atendimento da solicitação de reabertura de matrícula.
UC_SRC_004_16_01.Solicitacao_Alteracao_Periodo_Intercambio;Este caso de uso permite ao usuário solicitar a alteração da data fim do período de intercâmbio.
UC_SRC_004_17_01.Pesquisar_Agrupamento_Itens_Dispensa;Esse caso de uso tem como objetivo a pesquisa de grupos de uma solicitação de dispeinsa individual.
UC_SRC_004_17_02.Manter_Agrupamento_Itens_Dispensa;Esse caso de uso tem como objetivo a manutenção de grupos de uma solicitação de dispensa individual.
UC_SRC_004_18_01.Realizar_Atendimento_Docto_Conclusao_Analise_Emissao;Este caso de uso tem como objetivo analisar se o documento de conclusão poderá ser emitido ou não.
UC_SRC_004_18_02.Realizar_Atendimento_Docto_Conclusao_Consultar_Historico_Escolar;Este caso de uso tem como objetivo exibir os dados da documentação acadêmica
UC_SRC_004_19_01.Realizar_Atendimento_Docto_Conclusao_Parecer_Impressao;Este caso de uso tem como objetivo permitir a impressão do documento de conclusão conforme template parametrizado por Instituição x Nível de Ensino x Tipo de Documento x Tipo de Papel.
UC_SRC_004_20_01.Realizar_Atendimento_Docto_Conclusao_Assinatura_Registro;Este caso de uso tem como objetivo confirmar as assinaturas e registrar documento.
UC_SRC_004_21_01.Realizar_Atendimento_Docto_Conclusao_Entrega_Documento;Este caso de uso tem como objetivo permitir a impressão do protoloco de entrega para assinatura do aluno e, possibilidade de confirmar a entrega do documento ou descarte do mesmo.
UC_SRC_004_22_01.Abertura_Solicitacao_Cobranca_Taxa;Este caso de uso tem como objetivo listar as taxas parametrizadas para o respectivo serviço e identificação da forma de emissão.
UC_SRC_004_23_01.Solicitacao_Alteracao_Publicacao_BPD;Este caso de uso permite ao usuário solicitar a alteração da data fim do período de intercâmbio.
UC_SRC_004_24_01.Abertura_Solicitacao_Confirmacao_Dados_Pessoais;Este caso de uso tem como objetivo exibir os dados pessoais do solicitante para que o mesmo confirme se os dados estão corretos. Senão, permite anexar os documentos para que os dados sejam atualizados.
UC_SRC_004_25_01.Solicitacao_Docto_Digital_Entrega;Este caso de uso tem como objetivo realizar o aceite de entrega de documentos de conclusão digitais.
UC_SRC_004_26_01.Solicitacao_Docto_Digital_Download;Este caso de uso tem como objetivo realizar o download de documentos de conclusão assinados digitalmente.
UC_SRC_004_27_01.Solicitacao_retificacao_faltas;Esse caso de uso tem como objetivo realizar a solicitação de retificação de faltas.
UC_SRC_004_28_01.Upload_arquivo;Este caso de uso tem como objetivo o upload de arquivos de uma solicitação.
UC_SRC_004_29_01.Realizar_Atendimento_Entrega_Documentos;Este caso de uso tem como objetivo permitir o atendimento de uma solicitação de entrega de documentos, realizada pelo Portal do Aluno.
UC_SRC_004_30_01.SolicitacaoDepositoProjetoQualificacao;Este caso de uso permite ao usuário selecionar o componente curricular para entrega do projeto de qualificação.
UC_SRC_005_01_01.Consultar_Posicao_Consolidada;Esse caso de uso tem como objetivo apresentar uma consulta com a posição consolidada de solicitações de um processo.
UC_SRC_005_02_01.Consulta_Posicao_Consolidada_Geral;Esse caso de uso tem como objetivo apresentar uma consulta com a posição consolidada de solicitações de vários processos.
UC_SRC_005_03_01.Central_Relatorios_Servicos;Este caso de uso tem como objetivo exibir os relatórios existentes para o assunto "Serviço" e realizar o filtro e emissão de cada um deles.
UC_SRC_005_03_02.Exibir_Relatorio_Posicao_Consolidada_Servico_Ciclo_Letivo;Este caso de uso tem como objetivo contabilizar as solicitações de todos os processos de um determinado serviço e ciclo letivo filtrados, organizando-as por:  &nbsp;  <ul>   <li>Entidade Responsável (Grupo de Programa)</li>   <li>Entidade do vínculo (Curso/Programa), Etapas do serviço e situações da etapa (Não Iniciada, Em andamento, Finalizada com sucesso, Finalizada sem sucesso e Cancelada).</li>  </ul>
UC_SRC_005_03_03.Exibir_Relatorio_Solicitacoes_Com_Bloqueios;Este caso de uso tem como objetivo exibir as solicitações de um processo que possuem algum bloqueio conforme a etapa em que se encontrem.
