UC; Descrição
UC_CSO_001_04_03.Montar_Hierarquia_Classificacao;Este caso de uso tem como objetivo consultar uma hierarquia de classificações em formato de árvore, permitindo também a exclusão de itens da árvore.
UC_CSO_001_04_04.Manter_Classificacao;Este caso de uso tem como objetivo cadastrar ou alterar os dados de uma classificação.
UC_CSO_001_05_01.Manter_Modalidade;Este caso de uso tem como objetivo manter o cadastro de modalidades, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão)    É um cadastro dynamic.
UC_CSO_001_06_01.Pesquisar_Tipo_Hierarquia_Classificacao;Este caso de uso tem como objetivo consultar os tipos de hierarquia de classificação de cursos, permitindo também a exclusão.
UC_CSO_001_06_02.Manter_Tipo_Hierarquia_Classificacao;Este caso de uso tem como objetivo cadastrar ou alterar os dados de um tipo de hierarquia de classificação.
UC_CSO_001_06_03.Montar_Hierarquia_Tipo_Classificacao;Este caso de uso tem como objetivo consultar uma hierarquia de tipos de classificação em formato de árvore, permitindo também a exclusão de itens da árvore.
UC_CSO_001_06_04.Manter_Tipo_Classificacao;Este caso de uso tem como objetivo cadastrar ou alterar os dados de um tipo de classificação e associá-lo a uma hierarquia de tipos de classificação.
UC_CSO_001_08_01.Manter_Tipo_Formacao_Especifica;Este caso de uso tem como objetivo manter o cadastro de tipo de formação, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão). É um cadastro dynamic.    Estas informações serão utilizadas posteriormente para:  <ul>   <li>Parametrização dos Tipos de Formação por Instituição e Nível de Ensino, </li>   <li>Parametrização dos Tipos de Formação por Instituição e Tipo de Entidade, </li>   <li>Cadastro das Formações Específicas de um Curso. </li>  </ul>
UC_CSO_001_09_01.Manter_Turno;Este caso de uso tem como objetivo manter o cadastro de turnos, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão)    É um cadastro dynamic.
UC_CSO_001_11_01.Manter_Tipo_Oferta_Curso;  Este caso de uso tem como objetivo manter o cadastro de Tipo de Oferta, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão)    É um cadastro dynamic.
UC_CSO_001_12_01.Pesquisar_Oferta_Temporal;Este caso de uso tem como objetivo consultar as oferta temporais, permitindo também a sua exclusão.
UC_CSO_001_12_02.Manter_Oferta_Temporal;Este caso de uso tem como objetivo cadastrar ou alterar ofertas temporais
UC_CSO_002_01_01.Pesquisar_Programa;Este caso de uso tem como objetivo consultar os programas do stricto sensu de uma instituição de ensino, permitindo também acionar demais funcionalidades relacionadas por exemplo: cadastro das formações específicas e proposta do programa.
UC_CSO_002_01_02.Manter_Programa;Este caso de uso tem como objetivo cadastrar ou alterar os dados de um programa stricto sensu.
UC_CSO_002_01_03.Pesquisar_Formacao_Especifica_Programa;Este caso de uso tem como objetivo consultar as Formações Específicas de um programa stricto sensu, permitindo também a exclusão.
UC_CSO_002_01_04.Manter_Formacao_Especifica_Programa;Este caso de uso tem como objetivo consultar as Formações Específicas de um programa stricto sensu, permitindo também a exclusão.
UC_CSO_002_01_05.Pesquisar_Proposta;Este caso de uso tem como objetivo cadastrar ou alterar os dados da proposta de um programa stricto sensu.
UC_CSO_002_01_06.Manter_Proposta;Este caso de uso tem como objetivo cadastrar ou alterar os dados da proposta de um programa stricto sensu.
UC_CSO_002_01_07.Replicar_Formacao_Especifica_Programa;Este caso de uso tem como objetivo replicar as formações específicas de um programa.
UC_CSO_003_01_01.Manter_Hierarquia_Classificacao_Instituicao_Nivel;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de uma hierarquia de classificação por instituição e nível de ensino, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_02_01.Manter_Modalidade_Instituicao_Nivel;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de uma modalidade por instituição e nível de ensino, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_03_01.Manter_Tipo_Curso_Instituicao_Nivel;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de um tipo de curso por instituição e nível de ensino, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_04_01.Manter_Tipo_Oferta_Curso_Instituicao_Nivel;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de um tipo de oferta de curso por instituição e nível de ensino, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_05_01.Manter_Associacao_Tipo_Formacao_Instituicao_Nivel;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de um tipo de formação específica por instituição e nível de ensino, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_06_01.Manter_Turno_Instituicao_Nivel;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de um turno por instituição e nível de ensino, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_07_01.Manter_Hierarquia_Classificacao_Instituicao_Tipo_Entidade;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de uma hierarquia de classificação por instituição e tipo de entidade, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
UC_CSO_003_08_01.Manter_Tipo_Formacao_Tipo_Entidade;Este caso de uso tem como objetivo, consultar, cadastrar ou alterar a parametrização de um tipo de formação específica por instituição e tipo de entidade, permitindo todas as funcionalidades de um CRUD básico (consulta, cadastro, alteração e exclusão).
